Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Slovak Republic,1297,1352,1319,1370,1289,1109,1176,1189,1300,1342,1394,1685
Slovenia,2017,2148,1975,2055,2062,1776,1835,1925,2170,2219,2417,2775
Small states,604.7028775,640.1671952,635.0921536,670.2606339,697.9159344,659.1174506,685.4007855,739.8430317,789.6762708,804.155291,836.4395597,956.4325313
Solomon Islands,73.04418945,95.24793243,101.7683563,101.106247,109.27742,94.91165924,96.68874359,94.76846313,92.47520447,103.7242889,106.6113815,106.345871
Somalia,,,,,,,,,,,,
South Africa,628.1286011,694.1005859,654.2546997,602.6763916,547.8344116,499.3633423,463.344635,536.7772217,570.0977783,551.4352417,492.2072449,583.6710815
South Asia,41.10894722,43.9882202,44.81510575,51.04741286,52.71638161,54.23543233,56.66043565,55.44345051,56.38839286,58.50368405,61.27246934,70.17662495
South Asia (IDA & IBRD),41.10894722,43.9882202,44.81510575,51.04741286,52.71638161,54.23543233,56.66043565,55.44345051,56.38839286,58.50368405,61.27246934,70.17662495
South Sudan,,,,,,,,27.0063858,30.23945427,34.9889183,47.67607498,32.67995834
Spain,2789.637207,2908.919678,2590.225342,2629.466797,2679.476563,2349.09375,2376.601074,2524.684814,2741.382568,2716.833496,2899.018799,3234.292969
Sri Lanka,106,116,111,135,135,147,149,146,159,160,158,166
St. Kitts and Nevis,856.6733398,907.031311,867.3771362,924.614624,947.6332398,1026.508057,1144.535645,1167.661011,1103.173706,1204.340942,1050.643677,1114.374268
St. Lucia,438.1661987,462.8668213,454.5605774,481.9177246,462.7443848,464.5744324,470.3751831,492.8301086,484.1549988,491.4067993,574.3797607,584.6704712
St. Martin (French part),,,,,,,,,,,,
St. Vincent and the Grenadines,283.5976868,277.7983704,300.5845642,301.9335632,301.0755615,303.9425354,314.8049011,338.2626953,357.3264771,369.3736267,402.059845,448.3102112
Sub-Saharan Africa,86.63948628,94.35793085,93.49812055,95.36388972,92.7618346,84.60089432,77.84790315,79.66468655,79.18724914,78.40671641,74.57151761,84.34737887
Sub-Saharan Africa (excluding high income),86.59911546,94.31927237,93.44877744,95.31674191,92.70862354,84.54966659,77.78629135,79.60465569,79.12385402,78.34566348,74.51017137,84.29330341
Sub-Saharan Africa (IDA & IBRD countries),86.63948628,94.35793085,93.49812055,95.36388972,92.7618346,84.60089432,77.84790315,79.66468655,79.18724914,78.40671641,74.57151761,84.34737887
Sudan,76.49365234,83.55038452,79.18972778,102.3559113,93.15203094,98.24565125,93.67060852,71.14331818,35.53091431,35.51281357,23.34439278,21.58010864
Suriname,402.4092407,378.1517334,409.3456421,438.4119263,445.3576355,517.3849487,341.9154663,325.3764954,450.1607971,611.9544678,464.2226563,298.9328003
Sweden,4416,6351,6254,6697,6606,5599,5681,5838,6005,5653,6003,6901
Switzerland,7640.449219,9138.367188,8753.820313,9118.189453,9307.96875,9082.450195,9078.758789,9119.969727,9212.432617,9341.0625,10085.45605,10897.4502
Syrian Arab Republic,88.68951416,74.85932159,63.13696671,..,..,..,..,..,..,..,..,..
Tajikistan,42,49,57,68,74,64,56,58,60,62,70,73
Tanzania,36.89682007,37.43364334,41.63511276,43.09357452,39.47782898,32.90985107,36.26340103,38.65550995,40.83135605,39.5618248,31.39298439,37.15989685
Thailand,169.3820038,192.5660706,202.520874,208.6084442,214.5243378,219.9191132,230.6077423,247.9945374,275.6711121,289.1782837,305.0879211,364.3696899
Timor-Leste,52.4311409,64.27597809,71.29358673,102.5452957,92.87577057,101.4206314,92.97782898,86.74957275,78.94738007,79.26290131,120.8697434,134.9980011
Togo,31.36204338,35.2552681,36.26974869,40.56192398,43.02396011,37.41205215,51.94157028,52.88779449,53.81824493,50.15758133,54.17138672,54.14671707
Tonga,166.6062164,155.8877106,207.0079651,163.8098145,202.6357727,169.9488831,191.9367218,212.5710297,219.2879334,229.9441071,246.840271,279.2460327
Trinidad and Tobago,811.3280029,857.5723267,878.4552612,951.9816284,990.2513428,1039.057495,1041.016235,1058.943115,1055.903564,1071.89624,1045.729004,1125.397339
Tunisia,237.9020844,267.0809937,266.3058472,280.6422119,283.7175293,246.107544,237.1728363,220.8087006,212.394165,209.5261231,246.5980835,265.4648438
Turkiye,533,526,520,547,520,447,460,437,388,397,395,441
Turkmenistan,214.1880188,267.0141907,307.661377,363.1092224,422.5318909,390.9945068,408.1997681,461.3667908,457.069458,488.6238403,483.7955933,565.2592773
Turks and Caicos Islands,,,,,,,,,,,,
Tuvalu,476.2854919,516.6014404,492.8399353,507.157196,522.539978,457.8132629,714.2407837,1014.10553,820.4006958,1109.266479,879.4911499,1070.95752
Uganda,51.96447372,55.3051796,55.14218903,53.0015564,51.04053879,40.15630341,39.13254166,31.47759247,32.99159622,33.40487289,36.87842941,43.44807434
Ukraine,203,244,276,281,213,158,157,187,221,247,270,368
United Arab Emirates,1325.203247,1500.80249,1480.727417,1601.552856,1656.268921,1439.300537,1599.402954,1726.240723,1914.931763,1990.28479,2191.813477,2351.80542
United Kingdom,3956.388916,4199.083984,4242.234863,4304.478027,4697.760254,4433.858398,4017.342285,3910.814209,4226.205078,4268.677246,4906.239746,5738.484863
United States,7833.044922,8021.593262,8274.37207,8433.698242,8828.476563,9248.93457,9599.890625,9902.818359,10280.52637,10658.39746,11758.4248,12012.24121
Upper middle income,300.5432084,354.1445887,378.4748869,405.2990361,420.6648198,410.9751429,409.0958194,451.2286556,478.1554061,491.1284074,499.4336879,567.852066
Uruguay,1032.657959,1232.046265,1332.751221,1500.727173,1480.019897,1410.321533,1454.547119,1655.832397,1697.014526,1677.0979,1427.140259,1620.326416
Uzbekistan,92,109,127,140,118,132,129,93,82,99,121,157
Vanuatu,96.36509705,110.2756882,114.3826065,126.3875351,104.3391724,114.2602081,80.8219223,83.77519226,102.075119,101.974411,116.5592575,133.1509247
"Venezuela, RB",,,,,,,,..,165.3209534,113.2855072,152.7583008,160.0984039
Viet Nam,85.4039917,97.18331909,109.5506668,104.4619141,120.0268784,122.2721329,134.4454804,149.3087921,164.236496,173.6494904,154.2351074,172.5529785
Virgin Islands (U.S.),,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,
"Yemen, Rep.",64.44327545,61.27024841,70.12895966,74.30075836,75.41601563,63.30020905,..,..,..,..,..,..
Zambia,58.39817047,65.0934906,69.96878815,84.19036102,66.04714203,57.92047501,55.87984467,71.52032471,70.36667633,85.64040375,60.4353447,75.3394928
Zimbabwe,98.24945831,87.49465179,89.26095581,100.1369324,114.4442978,105.0980301,106.1896973,92.25428772,114.6329498,54.80850601,50.67650986,62.73724365
